condition,outer_fold,group_id,subject_id,target,source,tau_star,delta,response,status,support_sha256,is_synthetic,synthetic_notice,protocol_id
non_speaking,1,MOCK_G05,MOCK_S10,left_eyelid,right_eyelid,7,-3,0.00014373325189949958,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_eyelid,right_eyelid,7,-2,6.734331410290003e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_eyelid,right_eyelid,7,-1,1.7367906871399927e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_eyelid,right_eyelid,7,0,0.0,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_eyelid,right_eyelid,7,1,1.7367906871399927e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_eyelid,right_eyelid,7,2,6.734331410290003e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_eyelid,right_eyelid,7,3,0.00014373325189949958,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_eyelid,right_eyelid,8,-3,4.99754072315001e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_eyelid,right_eyelid,8,-2,0.0,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_eyelid,right_eyelid,8,-1,-1.7367906871399927e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_eyelid,right_eyelid,8,0,0.0,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_eyelid,right_eyelid,8,1,4.99754072315001e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_eyelid,right_eyelid,8,2,0.00012636534502809965,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_eyelid,right_eyelid,8,3,0.00021969200250540003,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_eyelid,left_cheek,5,-3,-0.0002353913892964004,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_eyelid,left_cheek,5,-2,-0.00014772801200260005,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_eyelid,left_cheek,5,-1,-6.517010740830081e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_eyelid,left_cheek,5,0,0.0,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_eyelid,left_cheek,5,1,3.7670136364799725e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_eyelid,left_cheek,5,2,4.2676492443499345e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_eyelid,left_cheek,5,3,1.5736031639599496e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_eyelid,left_cheek,6,-3,-0.00018539814836739978,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_eyelid,left_cheek,6,-2,-0.00010284024377310054,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_eyelid,left_cheek,6,-1,-3.7670136364799725e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_eyelid,left_cheek,6,0,0.0,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_eyelid,left_cheek,6,1,5.00635607869962e-06,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_eyelid,left_cheek,6,2,-2.193410472520023e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_eyelid,left_cheek,6,3,-7.518059170039983e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_cheek,right_cheek,6,-3,-0.00013276331429550037,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_cheek,right_cheek,6,-2,-7.58322745065005e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_cheek,right_cheek,6,-1,-2.875658021380019e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_cheek,right_cheek,6,0,0.0,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_cheek,right_cheek,6,1,5.268690762999864e-06,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_cheek,right_cheek,6,2,-1.3126108985000301e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_cheek,right_cheek,6,3,-5.069068493900042e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_cheek,right_cheek,7,-3,-8.110096526950036e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_cheek,right_cheek,7,-2,-3.4025270976800054e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_cheek,right_cheek,7,-1,-5.268690762999864e-06,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_cheek,right_cheek,7,0,0.0,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_cheek,right_cheek,7,1,-1.8394799748000165e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_cheek,right_cheek,7,2,-5.595937570200028e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_cheek,right_cheek,7,3,-0.00010548531162010016,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_cheek,mouth,7,-3,0.00015141542828790017,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_cheek,mouth,7,-2,7.099551020280006e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_cheek,mouth,7,-1,1.8319344412500403e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_cheek,mouth,7,0,0.0,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_cheek,mouth,7,1,1.8319344412500403e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_cheek,mouth,7,2,7.099551020280006e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_cheek,mouth,7,3,0.00015141542828790017,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_cheek,mouth,8,-3,5.2676165790299656e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_cheek,mouth,8,-2,0.0,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_cheek,mouth,8,-1,-1.8319344412500403e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_cheek,mouth,8,0,0.0,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_cheek,mouth,8,1,5.2676165790299656e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_cheek,mouth,8,2,0.00013309608387539976,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_cheek,mouth,8,3,0.00023120225260479972,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,mouth,jaw,5,-3,-0.0001608751145213,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,mouth,jaw,5,-2,-9.99345493567002e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,mouth,jaw,5,-1,-4.33065626741988e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,mouth,jaw,5,0,0.0,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,mouth,jaw,5,1,2.3017916915200193e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,mouth,jaw,5,2,2.2862511458601395e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,mouth,jaw,5,3,1.0838121899999636e-06,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,mouth,jaw,6,-3,-0.0001229524662719004,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,mouth,jaw,6,-2,-6.6324479589399e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,mouth,jaw,6,-1,-2.3017916915200193e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,mouth,jaw,6,0,0.0,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,mouth,jaw,6,1,-1.5540545659879779e-07,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,mouth,jaw,6,2,-2.193410472520023e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,mouth,jaw,6,3,-6.0528372250800294e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,jaw,left_brow,6,-3,-0.00047199262198299903,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,jaw,left_brow,6,-2,-0.00025509517731239946,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,jaw,left_brow,6,-1,-8.29683565591998e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,jaw,left_brow,6,0,0.0,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,jaw,left_brow,6,1,-2.7165755130698424e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,jaw,left_brow,6,2,-0.00015225493353929892,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,jaw,left_brow,6,3,-0.0003373907189654999,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,jaw,left_brow,7,-3,-0.00022792942218170104,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,jaw,left_brow,7,-2,-5.580260142850138e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,jaw,left_brow,7,-1,2.7165755130698424e-05,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,jaw,left_brow,7,0,0.0,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,jaw,left_brow,7,1,-0.0001250891784086005,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,jaw,left_brow,7,2,-0.00031022496383480147,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,jaw,left_brow,7,3,-0.0005107731070265013,evaluable,51857c792eae2fdf6f2b8e5a65017bdcf988af0febad84bbddaa0af4be2e1142,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_brow,left_eyelid,6,-3,3.150738284270031e-05,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_brow,left_eyelid,6,-2,2.022672969839972e-05,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_brow,left_eyelid,6,-1,9.787803046000174e-06,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_brow,left_eyelid,6,0,0.0,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_brow,left_eyelid,6,1,-8.309928885399769e-06,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_brow,left_eyelid,6,2,-1.3126108985100048e-05,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_brow,left_eyelid,6,3,-1.2146301679200056e-05,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_brow,left_eyelid,7,-3,2.8536658583799487e-05,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_brow,left_eyelid,7,-2,1.8097731931399942e-05,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_brow,left_eyelid,7,-1,8.309928885399769e-06,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_brow,left_eyelid,7,0,0.0,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_brow,left_eyelid,7,1,-4.816180099700279e-06,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_brow,left_eyelid,7,2,-3.836372793800287e-06,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_brow,left_eyelid,7,3,4.152312233199687e-06,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,left_eyelid,right_eyelid,7,-3,0.00011577040526649946,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,left_eyelid,right_eyelid,7,-2,5.4049451237699574e-05,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,left_eyelid,right_eyelid,7,-1,1.3904708332700133e-05,evaluable,3601fee77cb3f97034deffe56372711623e419702e2a32bd006d15d86af2745c,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
