condition,outer_fold,group_id,subject_id,target,difference,contrast,is_synthetic,synthetic_notice,protocol_id
speaking,0,MOCK_G03,MOCK_S06,mouth,-0.0008297210750813008,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,0,MOCK_G03,MOCK_S06,right_brow,0.00027270228303319984,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,0,MOCK_G03,MOCK_S06,right_cheek,-0.0005030763920024,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,0,MOCK_G03,MOCK_S06,right_eyelid,-6.579687513439975e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,0,MOCK_G03,MOCK_S06,whole_face,-0.0001656805946621499,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S07,jaw,-0.0012473234613957999,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S07,left_brow,0.0004638758377231997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S07,left_cheek,-0.0005763948693219998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S07,left_eyelid,-1.103229018399425e-06,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S07,mouth,-0.0010513310469927005,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S07,right_brow,0.0003464015423254004,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S07,right_cheek,-0.0009064320165675993,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S07,right_eyelid,-0.00025521609874299984,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S07,whole_face,-0.0004034404177488621,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S08,jaw,-0.0015424586673172995,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S08,left_brow,0.00018855748521590023,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S08,left_cheek,-0.0007969251443206999,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S08,left_eyelid,-0.0002721565845295003,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S08,mouth,-0.0012503207384899993,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S08,right_brow,-0.00015642807937389994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S08,right_cheek,-0.0010543675332614997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S08,right_eyelid,-0.0006930915676945995,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G04,MOCK_S08,whole_face,-0.0006971488537214502,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S09,jaw,-0.0016221886720815997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S09,left_brow,0.00020632568136150047,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S09,left_cheek,-0.0007413307889031998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S09,left_eyelid,-0.00031246239647259987,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S09,mouth,-0.0013431193908507002,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S09,right_brow,-1.2722451466100348e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S09,right_cheek,-0.0010920313884704002,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S09,right_eyelid,-0.0005063093160035002,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S09,whole_face,-0.0006779798403608248,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S10,jaw,-0.0014141513387603,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S10,left_brow,0.00037485846608900034,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S10,left_cheek,-0.0008034289790337995,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S10,left_eyelid,-0.0002544381002512995,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S10,mouth,-0.0011696837066889005,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S10,right_brow,3.4672918962299834e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S10,right_cheek,-0.0010137465531456996,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S10,right_eyelid,-0.0005281363335436998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G05,MOCK_S10,whole_face,-0.0005967567032965498,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S11,jaw,-0.0011362032188718006,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S11,left_brow,0.0006317102065705998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S11,left_cheek,-0.00037358321412939936,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S11,left_eyelid,9.607436369180045e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S11,mouth,-0.0009488152824281004,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S11,right_brow,0.0003652666821236999,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S11,right_cheek,-0.0006919446480589996,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S11,right_eyelid,-0.00014050434226970006,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S11,whole_face,-0.0002747499316714877,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S12,jaw,-0.0011001011861703994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S12,left_brow,0.0006565075273254001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S12,left_cheek,-0.0003627749740106002,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S12,left_eyelid,0.0002708263146931995,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S12,mouth,-0.0007826886849885998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S12,right_brow,0.0003859098204049994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S12,right_cheek,-0.0006436506437566998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S12,right_eyelid,-5.484068590299977e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,1,MOCK_G06,MOCK_S12,whole_face,-0.00020385156405071207,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S13,jaw,-0.0012681923665144998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S13,left_brow,0.0006886772819407003,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S13,left_cheek,-0.0004586179651456003,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S13,left_eyelid,8.028816852069954e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S13,mouth,-0.0008867924886546003,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S13,right_brow,0.00035912409761470077,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S13,right_cheek,-0.0006843558162955002,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S13,right_eyelid,-0.0002017769277253001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S13,whole_face,-0.0002964557520324252,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S14,jaw,-0.0015743594506224005,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S14,left_brow,0.0003744355456292998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S14,left_cheek,-0.0005957536793537999,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S14,left_eyelid,-0.00023363569644039954,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S14,mouth,-0.0012170873890693006,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S14,right_brow,-3.297428590159999e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S14,right_cheek,-0.0009761101366462998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S14,right_eyelid,-0.00039568672002939995,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G07,MOCK_S14,whole_face,-0.0005813964765542376,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S15,jaw,-0.0015888382855024,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S15,left_brow,7.459035247100055e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S15,left_cheek,-0.0008549721377035004,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S15,left_eyelid,-0.0003901571576615005,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S15,mouth,-0.0013511834965884003,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S15,right_brow,-0.00015919177766649927,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S15,right_cheek,-0.0012336801460961005,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S15,right_eyelid,-0.0005369370662508003,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S15,whole_face,-0.0007550462143747754,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S16,jaw,-0.0015288955793576996,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S16,left_brow,0.0002896609987763001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S16,left_cheek,-0.0008110673540540998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S16,left_eyelid,-0.0004386863712558999,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S16,mouth,-0.0012942903700432,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S16,right_brow,-6.098624379600494e-06,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S16,right_cheek,-0.0009845866425107,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S16,right_eyelid,-0.0005867552423045007,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G08,MOCK_S16,whole_face,-0.0006700898981411756,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S17,jaw,-0.0012892523056808004,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S17,left_brow,0.00041881343288169975,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S17,left_cheek,-0.0005558622648052999,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S17,left_eyelid,-6.48712374551998e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S17,mouth,-0.0010991057754023998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S17,right_brow,0.00011126335664170001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S17,right_cheek,-0.0007017721281415996,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S17,right_eyelid,-0.00029532990215880035,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S17,whole_face,-0.0004345146030150871,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S18,jaw,-0.0011078997797879,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S18,left_brow,0.0007747884921174,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S18,left_cheek,-0.0002233747061790997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S18,left_eyelid,0.00017986763668589954,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S18,mouth,-0.0007718362846345994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S18,right_brow,0.0004446097614684997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S18,right_cheek,-0.0005340109553747998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S18,right_eyelid,-0.00010088457019710034,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,2,MOCK_G09,MOCK_S18,whole_face,-0.0001673425507377124,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S19,jaw,-0.0011370425102557999,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S19,left_brow,0.0006043888928719994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S19,left_cheek,-0.0003036433960833,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S19,left_eyelid,7.617970996739998e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S19,mouth,-0.0008826428672118001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S19,right_brow,0.0003427235003619,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S19,right_cheek,-0.0005548167909546001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S19,right_eyelid,-1.94912189170008e-06,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S19,whole_face,-0.00023210032289948737,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S20,jaw,-0.0014844447132353004,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S20,left_brow,0.00039499874058910017,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S20,left_cheek,-0.0007397967442724996,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S20,left_eyelid,-7.990607839469983e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S20,mouth,-0.0011695424588640006,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S20,right_brow,6.89660219743999e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S20,right_cheek,-0.0007850972874897007,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S20,right_eyelid,-0.0003096491577526993,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S20,whole_face,-0.0005130589596806746,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S21,jaw,-0.0017027403330101996,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S21,left_brow,1.8677298949199526e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S21,left_cheek,-0.0010936455130079997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S21,left_eyelid,-0.0003454040921561999,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S21,mouth,-0.0014154652943477002,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S21,right_brow,-0.00012321414025570025,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S21,right_cheek,-0.0012686442073282,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S21,right_eyelid,-0.0006521180006736002,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S21,whole_face,-0.0008228192852288005,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S22,jaw,-0.0016113331834280995,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S22,left_brow,0.00016611055919890042,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S22,left_cheek,-0.0008660305245141997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S22,left_eyelid,-0.00023232965725130013,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S22,mouth,-0.0013809015364194994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S22,right_brow,-1.0549154451199548e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S22,right_cheek,-0.0014164211643316006,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S22,right_eyelid,-0.0005149720329247001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S22,whole_face,-0.0007333033367652123,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S23,jaw,-0.0014758775903257002,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S23,left_brow,0.00039307947267220016,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S23,left_cheek,-0.0006438671538506998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S23,left_eyelid,-0.00012792118476250003,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S23,mouth,-0.0011153545496225001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S23,right_brow,0.0002013791138296998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S23,right_cheek,-0.0008396764305707008,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S23,right_eyelid,-0.00029058710112889966,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S23,whole_face,-0.00048735317796988736,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S24,jaw,-0.0010911884028565995,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S24,left_brow,0.0006330217061328997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S24,left_cheek,-0.00030040694458409976,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S24,left_eyelid,0.0001829297379255003,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S24,mouth,-0.0008909684993635,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S24,right_brow,0.00037688884581870037,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S24,right_cheek,-0.00042546490249389946,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
